City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
288,Wiesloch,DE,49.2978,8.7014,56.43,64,100,4.5,overcast clouds
289,Staunton,US,38.1496,-79.0717,70.72,76,40,6.91,scattered clouds
290,Lianran,CN,24.9227,102.485,59.54,95,8,1.99,clear sky
291,Kimbe,PG,-5.5502,150.1429,85.05,66,78,2.55,broken clouds
292,Milledgeville,US,33.0801,-83.2321,78.91,96,100,8.61,overcast clouds
293,Saldanha,ZA,-33.0117,17.9442,44.65,66,0,17.92,clear sky
294,Lerici,IT,44.0759,9.9112,64.11,82,55,3.56,broken clouds
295,Trairi,BR,-3.2778,-39.2689,78.6,79,12,11.36,few clouds
296,Victoria,HK,22.2855,114.1577,85.98,81,34,2.91,scattered clouds
297,Guilin,CN,25.2819,110.2864,71.71,89,13,1.68,few clouds
298,Aasiaat,GL,68.7098,-52.8699,27.41,92,100,8.57,light snow
299,Taltal,CL,-25.4,-70.4833,59.02,80,58,5.48,broken clouds
300,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,47,75,13.42,broken clouds
301,Plaster Rock,CA,46.9065,-67.39,63.12,76,1,4.36,clear sky
302,Nangong,CN,37.3581,115.3744,62.98,92,4,4.81,clear sky
303,Beloha,MG,-25.1667,45.05,63.34,73,0,8.39,clear sky
304,Sampit,ID,-2.5333,112.95,73.89,97,100,1.99,overcast clouds
305,Novobirilyussy,RU,56.9514,90.6661,37.62,86,100,7.85,overcast clouds
306,Mattru,SL,7.6244,-11.8332,73.99,95,99,1.88,overcast clouds
307,Yurginskoye,RU,56.8189,67.3921,34.99,95,99,8.46,overcast clouds
308,La Ronge,CA,55.1001,-105.2842,57.42,50,75,9.22,broken clouds
309,Port Blair,IN,11.6667,92.75,79.3,87,100,7.92,overcast clouds
310,Salisbury,GB,51.0693,-1.7957,57.49,72,42,4.61,scattered clouds
311,Hirara,JP,24.8,125.2833,84.47,89,40,3.44,scattered clouds
312,Mangrol,IN,21.1167,70.1167,80.29,88,82,13.42,broken clouds
313,Stephenville,US,32.2207,-98.2023,100.49,24,1,4.61,clear sky
314,Muros,ES,42.7762,-9.0603,59.5,78,1,14.52,clear sky
315,Saint-Francois,FR,46.4154,3.9054,54.84,100,57,3.44,mist
316,Mount Gambier,AU,-37.8333,140.7667,50.45,61,90,11.05,overcast clouds
317,Dingle,PH,10.9995,122.6711,76.73,92,84,1.39,broken clouds
318,Torbay,CA,47.6666,-52.7314,45.37,70,90,14.97,overcast clouds
319,Opuwo,NA,-18.0607,13.84,71.33,20,2,4.65,clear sky
320,Miri,MY,4.4148,114.0089,73.54,100,40,4.61,light rain
321,Atambua,ID,-9.1061,124.8925,75.2,63,79,4.45,broken clouds
322,Amahai,ID,-3.3333,128.9167,78.4,85,99,3.44,overcast clouds
323,Tinqueux,FR,49.25,3.9833,57.22,82,0,10.36,clear sky
324,Pimentel,PE,-6.8367,-79.9342,64.69,72,0,19.57,clear sky
325,Hofn,IS,64.2539,-15.2082,50.79,67,82,10.54,broken clouds
326,Padang,ID,-0.9492,100.3543,73.45,88,72,3.71,broken clouds
327,Chajul,GT,15.4853,-91.0342,75.24,88,97,4.61,overcast clouds
328,Kultuk,RU,51.7208,103.6956,42.17,92,100,5.68,overcast clouds
329,Acari,PE,-15.4311,-74.6158,63.97,78,78,5.08,broken clouds
330,Strezhevoy,RU,60.7333,77.5889,33.78,79,100,11.45,overcast clouds
331,Esperance,AU,-33.8667,121.9,47.77,81,10,13.22,clear sky
332,Narsaq,GL,60.9167,-46.05,37.62,63,1,4.38,clear sky
333,Lakatoro,VU,-16.0999,167.4164,78.17,67,45,9.82,scattered clouds
334,Cabra,ES,37.4725,-4.4421,65.5,37,0,3.02,clear sky
335,Coihaique,CL,-45.5752,-72.0662,43.68,84,2,5.46,clear sky
336,Karatuzskoye,RU,53.6072,92.8667,39.16,80,98,5.1,overcast clouds
337,Kamenka,RU,51.3223,42.7678,48.42,82,99,11.48,overcast clouds
338,Camacha,PT,33.0833,-16.3333,69.22,64,40,11.5,scattered clouds
339,Aljezur,PT,37.3191,-8.8033,66.63,73,0,7.72,clear sky
340,Dutse,NG,11.7594,9.3392,79.57,58,49,7.63,scattered clouds
341,Emerald,AU,-23.5333,148.1667,78.94,14,19,17.27,few clouds
342,Folldal,NO,62.1325,9.9968,38.93,92,100,8.7,overcast clouds
343,Daokou,CN,35.5639,114.5058,64.67,78,1,7.9,light rain
344,Goderich,CA,43.7501,-81.7165,75.52,64,100,11.5,overcast clouds
345,Kahului,US,20.8947,-156.47,87.82,42,40,23.02,scattered clouds
346,Capoterra,IT,39.1763,8.9718,65.61,82,0,5.75,clear sky
347,Saint-Pierre,RE,-21.3393,55.4781,65.88,68,20,9.22,light rain
348,Ormond Beach,US,29.2858,-81.0559,78.94,94,40,0.0,mist
349,Vila Velha,BR,-20.3297,-40.2925,75.15,83,40,6.91,scattered clouds
350,Puteyets,RU,65.1716,57.091,35.44,88,100,7.05,overcast clouds
351,Iqaluit,CA,63.7506,-68.5145,31.73,69,90,10.36,overcast clouds
352,Winnemucca,US,40.973,-117.7357,69.85,21,1,9.22,clear sky
353,Krasnyy Kholm,RU,58.0607,37.1203,39.33,72,100,13.13,overcast clouds
354,Ozark,US,37.0209,-93.206,89.85,37,3,11.07,clear sky
355,Smolensk,RU,55.0,33.0,42.28,96,100,10.67,light rain
356,Kavaratti,IN,10.5669,72.642,81.36,79,99,11.72,overcast clouds
357,Severnyy,RU,50.677,36.5532,50.04,93,75,6.71,broken clouds
358,Lyaskelya,RU,61.7667,31.0167,37.02,84,100,7.96,overcast clouds
359,Plainview,US,40.7765,-73.4673,71.69,60,1,6.91,clear sky
360,Acajutla,SV,13.5928,-89.8275,95.34,78,74,5.68,broken clouds
361,Moose Factory,CA,51.2585,-80.6094,80.6,57,1,13.8,clear sky
362,Macau,MO,22.2006,113.5461,85.73,84,40,4.61,scattered clouds
363,Tomatlan,MX,19.9333,-105.25,83.95,72,100,4.47,overcast clouds
364,Carutapera,BR,-1.195,-46.02,78.6,76,15,8.34,few clouds
365,Numan,NG,9.4667,12.0333,71.89,95,100,3.87,moderate rain
366,Belmonte,BR,-15.8631,-38.8828,75.7,86,64,6.44,broken clouds
367,Itaituba,BR,-4.2761,-55.9836,79.99,66,98,2.3,overcast clouds
368,Lai,TD,9.3952,16.2989,72.82,91,100,3.98,light rain
369,Sasolburg,ZA,-26.8136,27.817,54.05,24,0,7.38,clear sky
370,Chifeng,CN,42.2683,118.9636,53.74,90,100,20.54,light rain
371,Chadiza,ZM,-14.0678,32.4392,62.78,30,0,4.14,clear sky
372,Klaksvik,FO,62.2266,-6.589,52.72,79,70,36.33,broken clouds
373,Mission,US,26.2159,-98.3253,94.84,49,1,18.41,clear sky
374,Weligama,LK,5.9667,80.4167,77.83,88,83,7.92,broken clouds
375,Grindavik,IS,63.8424,-22.4338,44.55,93,0,2.3,clear sky
376,Bosaso,SO,11.2842,49.1816,88.93,57,3,9.22,clear sky
377,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,28,0,6.91,clear sky
378,Maxixe,MZ,-23.8597,35.3472,66.07,79,3,8.14,clear sky
379,Xinzhi,CN,36.4989,111.7047,64.85,64,0,2.33,clear sky
380,Bilibino,RU,68.0546,166.4372,23.18,73,74,4.76,broken clouds
381,Mayo,US,38.8876,-76.5119,75.15,60,20,14.97,few clouds
382,Andros Town,BS,24.7,-77.7667,84.16,64,12,10.87,few clouds
383,Sibolga,ID,1.7427,98.7792,75.51,83,99,3.42,overcast clouds
384,Pauini,BR,-7.7136,-66.9764,78.28,74,60,1.21,broken clouds
385,Cururupu,BR,-1.8283,-44.8683,76.03,87,27,4.12,scattered clouds
386,Ulaanbaatar,MN,47.9077,106.8832,37.53,93,4,2.24,fog
387,Troitskoye,RU,52.9821,84.6757,38.57,79,100,11.03,overcast clouds
388,Chimore,BO,-16.9833,-65.1333,83.79,49,72,3.0,broken clouds
389,Praia,CV,14.9215,-23.5087,81.14,89,40,13.8,scattered clouds
390,Krasnoselkup,RU,65.7,82.4667,29.89,91,97,15.52,overcast clouds
391,Phaltan,IN,17.9833,74.4333,73.02,85,100,5.7,heavy intensity rain
392,Eldorado,BR,-23.7869,-54.2836,86.94,20,0,5.82,clear sky
393,Tucuman,AR,-26.8241,-65.2226,69.8,56,90,6.91,overcast clouds
394,Baruun-Urt,MN,46.6806,113.2792,51.4,86,100,3.83,overcast clouds
395,Saint-Joseph,RE,-21.3667,55.6167,64.78,79,88,13.27,light rain
396,Huarmey,PE,-10.0681,-78.1522,63.48,79,7,10.16,clear sky
397,El Alto,PE,-4.2714,-81.2147,64.06,79,20,20.24,few clouds
398,Oga,IT,46.4631,10.347,48.88,93,98,2.77,overcast clouds
399,Liwale,TZ,-9.7667,37.9333,64.11,90,0,3.42,clear sky
400,Nushki,PK,29.5542,66.0215,73.04,15,0,2.42,clear sky
401,Tura,IN,25.5198,90.2201,70.66,98,40,4.18,scattered clouds
402,Fatehabad,IN,29.5167,75.45,81.5,76,3,6.82,clear sky
403,Presov,SK,49.1667,21.25,43.95,86,99,3.29,overcast clouds
404,Christchurch,NZ,-43.5333,172.6333,68.2,42,92,16.11,overcast clouds
405,Myitkyina,MM,25.3833,97.4,74.41,96,92,1.25,overcast clouds
406,Dukat,RU,62.55,155.55,37.36,98,100,7.02,overcast clouds
407,Kalmunai,LK,7.4167,81.8167,79.18,85,86,7.67,overcast clouds
408,Houma,US,29.5958,-90.7195,89.6,74,40,11.5,scattered clouds
409,Sechura,PE,-5.5569,-80.8222,68.86,67,13,18.86,few clouds
410,Cabo San Lucas,MX,22.8909,-109.9124,84.51,78,75,10.36,broken clouds
411,Asau,RO,46.4333,26.4,45.52,93,100,1.77,overcast clouds
412,Seybaplaya,MX,19.65,-90.6667,90.86,76,71,14.05,broken clouds
413,Tromso,NO,69.6496,18.957,44.62,57,0,10.36,clear sky
414,Tazovskiy,RU,67.4667,78.7,33.42,75,100,13.8,overcast clouds
415,Key Largo,US,25.0865,-80.4473,82.4,71,42,6.76,scattered clouds
416,Lavrentiya,RU,65.5833,-171.0,35.69,62,13,7.65,few clouds
417,Cayenne,GF,4.9333,-52.3333,78.84,89,0,0.0,clear sky
418,Sa Kaeo,TH,13.75,102.3333,73.67,95,100,2.19,overcast clouds
419,Sainthia,IN,23.95,87.6667,74.86,96,61,5.5,broken clouds
420,Nome,US,64.5011,-165.4064,37.47,60,90,17.27,overcast clouds
421,Chokurdakh,RU,70.6333,147.9167,28.85,69,97,9.1,overcast clouds
422,Mpongwe,ZM,-13.5091,28.155,64.13,38,0,5.91,clear sky
423,Miloslavskoye,RU,53.5815,39.4399,45.25,93,100,13.13,overcast clouds
424,Svetlaya,RU,46.5389,138.3297,59.86,52,100,4.81,heavy intensity rain
425,Blairmore,CA,49.6,-114.4353,58.12,41,36,8.05,scattered clouds
426,Benicarlo,ES,40.4165,0.4271,67.53,52,88,16.08,overcast clouds
427,Kalmar,SE,56.6616,16.3616,40.93,100,100,5.75,overcast clouds
428,Matamoros,MX,25.5333,-103.25,96.91,19,40,4.61,scattered clouds
429,Bundaberg,AU,-24.85,152.35,75.49,46,90,10.36,overcast clouds
430,Ahuimanu,US,21.4447,-157.8378,89.31,53,20,12.66,few clouds
431,Linhai,CN,28.85,121.1167,76.14,94,21,1.72,few clouds
432,Kapit,MY,2.0167,112.9333,72.75,100,100,1.45,overcast clouds
433,Lazaro Cardenas,MX,17.9583,-102.2,83.43,77,42,6.38,scattered clouds
434,San Cristobal,VE,7.7669,-72.225,77.18,93,91,3.29,overcast clouds
435,Ust-Kut,RU,56.7938,105.7672,44.96,92,100,11.95,light rain
436,Hwange,ZW,-18.3693,26.5019,71.8,39,0,2.13,clear sky
437,Aberdeen,GB,57.1437,-2.0981,55.89,76,75,4.61,broken clouds
438,Cockburn Town,TC,21.4612,-71.1419,83.14,77,87,18.84,overcast clouds
439,Sisimiut,GL,66.9395,-53.6735,32.4,89,99,4.47,light snow
440,Ulverstone,AU,-41.15,146.1667,48.31,59,47,11.92,scattered clouds
441,Xuanzhou,CN,30.9525,118.7553,69.66,89,0,3.94,clear sky
442,Kodinsk,RU,58.6881,99.1844,33.6,97,31,4.83,scattered clouds
443,Hit,IQ,33.6416,42.8251,82.49,28,0,11.72,clear sky
444,Ambatofinandrahana,MG,-20.55,46.8,57.07,77,91,2.51,overcast clouds
445,Kiama,AU,-34.6833,150.8667,56.68,53,99,16.22,overcast clouds
446,Caceres,ES,39.522,-6.3748,66.85,41,0,9.75,clear sky
447,Togur,RU,58.3631,82.8265,37.45,97,100,10.07,light rain
448,Arman,RU,59.7,150.1667,44.11,71,75,11.36,broken clouds
449,Anadyr,RU,64.75,177.4833,34.3,100,75,11.18,fog
450,Deputatskiy,RU,69.3,139.9,22.8,78,55,3.44,broken clouds
451,Kozmodemyansk,RU,56.3367,46.5711,40.03,64,100,9.6,light rain
452,Nizhniy Mamon,RU,50.1937,40.5083,57.96,64,93,5.01,overcast clouds
453,Tatishchevo,RU,51.6703,45.5953,45.97,81,95,15.5,overcast clouds
454,Glebychevo,RU,60.4387,28.7183,44.08,71,100,12.24,overcast clouds
455,Wahiawa,US,21.5028,-158.0236,86.32,54,1,14.97,clear sky
456,Tsiroanomandidy,MG,-18.7667,46.0333,67.12,59,96,4.16,overcast clouds
457,Muhos,FI,64.808,25.9931,33.58,89,52,4.16,broken clouds
458,Flin Flon,CA,54.7682,-101.865,58.84,41,40,9.22,scattered clouds
459,Flinders,AU,-34.5833,150.8552,56.48,52,99,13.62,overcast clouds
460,Kudahuvadhoo,MV,2.6708,72.8944,82.29,76,43,12.53,scattered clouds
461,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,85,16,9.91,few clouds
462,Amuntai,ID,-2.4177,115.2494,73.45,97,100,1.25,overcast clouds
463,Uttarkashi,IN,30.7333,78.45,71.31,93,99,0.89,overcast clouds
464,Vung Tau,VN,10.346,107.0843,78.89,84,100,4.97,overcast clouds
465,Shingu,JP,33.7333,135.9833,76.19,84,94,10.25,overcast clouds
466,Baijiantan,CN,45.6333,85.1833,57.58,23,5,3.6,clear sky
467,La Asuncion,VE,11.0333,-63.8628,85.73,66,58,12.66,broken clouds
468,Cravo Norte,CO,6.3017,-70.2041,77.99,86,100,4.94,moderate rain
469,Namatanai,PG,-3.6667,152.4333,82.83,70,90,3.98,overcast clouds
470,Korla,CN,41.7597,86.1469,72.9,21,65,10.92,broken clouds
471,Imphal,IN,24.8167,93.95,66.9,98,73,1.86,broken clouds
472,Netrakona,BD,24.8833,90.7167,75.9,93,80,5.59,broken clouds
473,Kamina,CD,-8.7386,24.9906,70.23,31,0,1.57,clear sky
474,Encsencs,HU,47.7333,22.1167,49.42,72,88,7.0,overcast clouds
475,Baisha,CN,26.5222,110.9311,71.51,91,1,1.97,clear sky
476,Pouebo,NC,-20.4,164.5667,73.56,58,51,11.27,broken clouds
477,Kawambwa,ZM,-9.7915,29.0791,68.88,27,0,5.06,clear sky
478,Bibiani,GH,6.4635,-2.3194,71.31,99,54,2.21,broken clouds
479,Ahipara,NZ,-35.1667,173.1667,61.05,64,13,7.65,few clouds
480,Yar-Sale,RU,66.8333,70.8333,36.18,98,100,12.01,light rain
481,Mehriz,IR,31.5917,54.4318,75.7,15,18,1.74,few clouds
482,Maniitsoq,GL,65.4167,-52.9,33.4,63,67,7.56,broken clouds
483,Ust-Nera,RU,64.5667,143.2,31.42,70,31,5.99,scattered clouds
484,San Juan,AR,-31.5375,-68.5364,58.62,34,0,14.41,clear sky
485,Matara,LK,5.9485,80.5353,77.58,88,81,7.87,broken clouds
486,Kavieng,PG,-2.5744,150.7967,82.83,71,100,6.33,overcast clouds
487,Akdagmadeni,TR,39.6603,35.8836,60.82,49,9,5.39,clear sky
488,Tual,ID,-5.6667,132.75,80.73,79,100,14.14,overcast clouds
489,Benjamin Constant,BR,-4.3831,-70.0311,84.33,70,75,2.3,broken clouds
490,Chaozhou,CN,23.6651,116.6379,82.26,89,9,1.36,clear sky
491,Omsukchan,RU,62.5333,155.8,39.33,96,100,7.14,overcast clouds
492,Ucluelet,CA,48.9329,-125.5528,55.71,88,100,5.77,overcast clouds
493,Mendoza,AR,-32.8908,-68.8272,60.33,44,0,8.05,clear sky
494,Jati,PK,24.3539,68.2671,82.13,80,3,16.8,clear sky
495,Rawson,AR,-43.3002,-65.1023,55.54,47,1,6.89,clear sky
496,Puro,PH,12.4841,123.3827,79.38,84,80,4.56,broken clouds
497,Cabinda,AO,-5.55,12.2,75.04,88,31,6.76,scattered clouds
498,Parrita,CR,9.5201,-84.3225,84.81,80,98,3.76,overcast clouds
499,Malino,PH,15.1257,120.6727,80.38,87,97,1.23,overcast clouds
500,Prien,US,30.1819,-93.2738,87.82,63,1,8.05,clear sky
501,Mareeba,AU,-17.0,145.4333,72.32,44,92,3.04,overcast clouds
502,Port Hardy,CA,50.6996,-127.4199,57.38,88,75,10.36,broken clouds
503,Veraval,IN,20.9,70.3667,80.19,88,76,13.09,broken clouds
504,Saint George,US,37.1041,-113.5841,88.27,14,1,0.0,clear sky
505,Inhambane,MZ,-23.865,35.3833,67.42,77,3,9.71,clear sky
506,Valea Ierii,RO,46.65,23.35,39.87,85,26,4.76,scattered clouds
507,San Patricio,US,28.017,-97.5169,93.92,52,0,13.8,clear sky
508,Griffith,US,41.5284,-87.4237,82.33,76,1,9.22,clear sky
509,Ilhabela,BR,-23.7781,-45.3581,71.76,93,10,7.29,clear sky
510,Pacific Grove,US,36.6177,-121.9166,91.6,29,1,6.91,clear sky
511,Dicabisagan,PH,17.0818,122.4157,80.69,81,97,1.92,overcast clouds
512,Pangnirtung,CA,66.1451,-65.7125,32.0,68,82,3.15,broken clouds
513,Talaya,RU,61.3833,152.75,30.6,91,99,6.38,overcast clouds
514,Khandyga,RU,62.6667,135.6,35.98,95,100,1.03,overcast clouds
515,Aklavik,CA,68.2191,-135.0107,52.52,74,100,16.49,overcast clouds
516,Kadaya,RU,50.9327,119.2911,46.76,83,100,3.67,overcast clouds
517,San Julian,MX,21.0167,-102.1667,70.83,60,68,2.06,broken clouds
518,Vigrestad,NO,58.5667,5.7,55.08,82,100,15.73,overcast clouds
519,Buraydah,SA,26.326,43.975,81.05,16,0,5.53,clear sky
520,Necochea,AR,-38.5473,-58.7368,48.04,78,0,12.71,clear sky
521,Verkhoyansk,RU,67.5447,133.385,35.2,74,67,3.44,broken clouds
522,Tautira,PF,-17.7333,-149.15,84.22,74,14,13.27,few clouds
523,Santa Luzia,BR,-19.7697,-43.8514,77.9,57,0,6.91,clear sky
524,Poya,NC,-21.35,165.15,75.0,51,64,6.06,broken clouds
525,Kerema,PG,-7.9631,145.7785,79.7,82,99,4.12,light rain
526,Powell River,CA,49.8496,-124.5361,57.47,94,90,8.05,mist
527,Gat,IL,31.61,34.7642,75.88,71,0,5.23,clear sky
528,Aranos,NA,-24.1333,19.1167,54.05,29,0,12.3,clear sky
529,Pong,TH,19.1493,100.2752,72.39,99,100,0.94,overcast clouds
530,Ust-Ilimsk,RU,58.0006,102.6619,37.67,90,100,7.9,overcast clouds
531,Antofagasta,CL,-23.65,-70.4,58.28,82,100,6.04,overcast clouds
532,Sioux Lookout,CA,50.1001,-91.917,52.18,93,90,11.5,overcast clouds
533,Liseleje,DK,56.0053,11.9483,49.82,54,100,3.24,overcast clouds
534,Gwadar,PK,25.1216,62.3254,80.22,87,2,12.19,clear sky
535,Kizhinga,RU,51.8462,109.9097,47.73,94,0,2.68,clear sky
536,Ipil,PH,7.75,122.5167,75.7,84,100,0.72,overcast clouds
537,Morro Bay,US,35.3658,-120.8499,94.08,50,0,4.76,clear sky
538,Ville-Marie,CA,47.3335,-79.433,68.0,54,92,6.64,overcast clouds
539,Jabinyanah,TN,35.035,10.9081,80.4,66,100,16.08,overcast clouds
540,Hastings,GB,50.8552,0.5729,57.58,79,66,8.61,broken clouds
541,Craig,US,40.5153,-107.5464,60.75,25,1,19.57,clear sky
542,Lagoa,PT,39.05,-27.9833,69.96,68,5,10.67,clear sky
543,Nemuro,JP,43.3236,145.575,60.64,85,47,13.6,scattered clouds
544,Binzhou,CN,37.3667,118.0167,62.51,91,5,4.29,clear sky
545,Harper,LR,4.375,-7.7169,77.07,86,37,6.55,light rain
546,Segou,ML,13.4317,-6.2157,83.39,57,49,7.23,scattered clouds
547,Olafsvik,IS,64.8945,-23.7142,44.87,71,96,3.29,overcast clouds
548,Mahibadhoo,MV,3.7833,72.9667,82.49,75,17,11.92,few clouds
549,Mahendragarh,IN,28.2833,76.15,80.96,81,76,7.25,broken clouds
550,Puerto Escondido,MX,15.85,-97.0667,85.03,58,75,0.0,broken clouds
551,Mogok,MM,22.9167,96.5,63.41,97,96,2.33,overcast clouds
552,Sorland,NO,67.667,12.6934,46.92,83,100,23.02,light rain
553,Samarai,PG,-10.6167,150.6667,77.59,89,100,13.51,overcast clouds
554,Aksu,CN,41.1231,80.2644,68.83,29,1,1.28,clear sky
555,Beira,MZ,-19.8436,34.8389,66.81,76,0,8.08,clear sky
556,Saint-Denis,FR,48.9167,2.3333,60.39,92,20,5.75,mist
557,Yerbogachen,RU,61.2767,108.0108,45.16,92,100,4.94,overcast clouds
558,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,11.5,scattered clouds
559,San Rafael,AR,-34.6177,-68.3301,59.07,27,7,8.52,clear sky
560,Lata,PT,40.1629,-8.3327,57.61,58,0,7.0,clear sky
561,Adilabad,IN,19.6667,78.5333,75.13,94,100,2.44,overcast clouds
562,Dauphin,CA,51.1494,-100.0502,62.74,42,20,17.27,few clouds
563,Along,IN,28.1667,94.7667,70.74,97,20,1.81,few clouds
564,Mocuba,MZ,-16.8392,36.9856,65.37,68,1,3.11,clear sky
565,Lasa,IT,46.6166,10.7002,56.28,94,98,1.97,overcast clouds
566,Port-Cartier,CA,50.0334,-66.8654,52.02,81,6,2.77,clear sky
567,Lienz,AT,46.8289,12.769,49.51,90,100,3.13,overcast clouds
568,Santa Cruz,BO,-17.8,-63.1667,87.85,51,75,9.22,broken clouds
569,Grenada,ES,37.1882,-3.6067,61.16,72,0,0.0,clear sky
570,Honningsvag,NO,70.9821,25.9704,43.52,71,11,32.21,few clouds
571,Corato,IT,41.1455,16.4139,69.33,62,100,5.3,overcast clouds
572,Srednekolymsk,RU,67.45,153.6833,31.87,64,95,15.57,overcast clouds
573,Kargasok,RU,59.0556,80.8572,36.99,97,100,14.07,overcast clouds
574,Nuevo Progreso,MX,23.1667,-97.95,88.14,63,29,15.84,scattered clouds
575,Morondava,MG,-20.2833,44.2833,71.76,76,12,5.14,few clouds
576,Berezovka,BY,53.7214,25.4993,39.13,98,100,8.97,overcast clouds
577,Nakhon Phanom,TH,17.3333,104.4167,72.34,95,100,4.76,overcast clouds
