City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Okhotsk,RU,2021-09-20 01:56:01,59.3833,143.3,51.13,60,100,8.68
272,Simao,CN,2021-09-20 01:56:02,22.7886,100.9748,64.99,100,100,1.43
273,Progreso,MX,2021-09-20 01:56:03,21.2833,-89.6667,84.11,81,42,12.35
274,Arlit,NE,2021-09-20 01:56:04,18.7369,7.3853,88.92,11,35,8.41
275,Sioux Lookout,CA,2021-09-20 01:56:06,50.1001,-91.917,75.27,69,75,9.22
276,Pitsunda,GE,2021-09-20 01:56:07,43.1592,40.3378,62.78,67,82,9.73
277,Sekoma,BW,2021-09-20 01:56:08,-24.4,23.8833,66.06,38,12,7.78
278,Payo,ID,2021-09-20 01:56:09,-3.7508,103.6372,83.01,68,71,2.44
279,Mega,ET,2021-09-20 01:56:10,4.05,38.3,58.96,61,43,14.65
280,Evensk,RU,2021-09-20 01:56:11,61.95,159.2333,47.84,89,100,11.12
281,Puksoozero,RU,2021-09-20 01:56:12,62.5903,40.6066,36.23,80,100,4.07
282,Vila Franca Do Campo,PT,2021-09-20 01:56:13,37.7167,-25.4333,68.41,79,18,8.19
283,Isangel,VU,2021-09-20 01:56:14,-19.55,169.2667,80.71,57,75,11.5
284,Flinders,AU,2021-09-20 01:55:25,-34.5833,150.8552,78.06,35,0,10.0
285,Lagoa,PT,2021-09-20 01:56:16,39.05,-27.9833,69.28,62,100,10.92
286,Schladming,AT,2021-09-20 01:56:17,47.3929,13.687,52.88,99,100,4.9
287,Miranda,CO,2021-09-20 01:56:18,3.2499,-76.2281,73.53,90,98,4.99
288,Hede,CN,2021-09-20 01:56:19,33.7681,120.2517,69.28,92,100,13.67
289,Mehamn,NO,2021-09-20 01:56:20,71.0357,27.8492,43.52,72,100,15.48
290,Mercedes,AR,2021-09-20 01:55:29,-34.6515,-59.4307,63.84,95,100,8.61
291,Kefamenanu,ID,2021-09-20 01:56:22,-9.4467,124.4781,86.18,39,16,14.05
292,Dawlatabad,AF,2021-09-20 01:56:23,36.4141,64.9053,67.21,26,0,2.28
293,Xining,CN,2021-09-20 01:56:24,36.6167,101.7667,52.66,52,0,2.04
294,Nishihara,JP,2021-09-20 01:56:25,26.1842,127.7558,83.48,70,20,6.91
295,Matara,LK,2021-09-20 01:56:26,5.9485,80.5353,81.3,79,89,6.91
296,Nanortalik,GL,2021-09-20 01:56:27,60.1432,-45.2371,37.06,90,44,9.75
297,Broome,US,2021-09-20 01:56:28,42.2506,-75.833,57.99,66,0,2.01
298,Tanete,ID,2021-09-20 01:56:29,-3.9443,119.7848,72.91,96,100,6.08
299,Mount Gambier,AU,2021-09-20 01:56:31,-37.8333,140.7667,48.11,76,75,26.46
300,Lincoln,US,2021-09-20 01:56:32,40.8,-96.667,81.12,66,20,5.01
301,Dogondoutchi,NE,2021-09-20 01:56:33,13.6393,4.0287,83.43,55,64,7.85
302,Puerto Escondido,MX,2021-09-20 01:56:35,15.85,-97.0667,80.83,81,100,2.37
303,Cabo San Lucas,MX,2021-09-20 01:56:36,22.8909,-109.9124,86.5,76,8,1.99
304,Nizhnyaya Tavda,RU,2021-09-20 01:56:37,57.6731,66.1725,35.89,97,100,12.15
305,Gayny,RU,2021-09-20 01:56:38,60.3071,54.3241,31.41,89,89,6.4
306,Ust-Maya,RU,2021-09-20 01:56:39,60.4167,134.5333,34.77,91,100,6.96
307,Ternate,ID,2021-09-20 01:56:41,0.8,127.4,82.08,76,85,2.1
308,Hobyo,SO,2021-09-20 01:56:42,5.3505,48.5268,76.91,85,26,21.0
309,Alexandria,EG,2021-09-20 01:53:41,31.2156,29.9553,76.96,83,0,5.75
310,Talnakh,RU,2021-09-20 01:55:23,69.4865,88.3972,34.47,77,100,8.63
311,San Policarpo,PH,2021-09-20 01:56:45,12.1791,125.5072,83.88,75,100,7.67
312,Gornyy,RU,2021-09-20 01:56:46,55.1153,83.9059,38.79,78,52,14.65
313,Black Forest,US,2021-09-20 01:56:47,39.0131,-104.7008,75.2,28,1,1.99
314,Banjarmasin,ID,2021-09-20 01:56:48,-3.3244,114.591,84.34,55,38,5.35
315,Caloundra,AU,2021-09-20 01:56:49,-26.8,153.1333,85.35,58,3,15.64
316,Tukrah,LY,2021-09-20 01:56:50,32.5341,20.5791,81.88,38,0,2.68
317,Da Lat,VN,2021-09-20 01:56:51,11.9465,108.4419,71.28,67,95,3.71
318,Anadyr,RU,2021-09-20 01:56:52,64.75,177.4833,36.1,51,0,6.71
319,Egvekinot,RU,2021-09-20 01:56:54,66.3167,-179.1667,28.31,57,0,2.28
320,Nyurba,RU,2021-09-20 01:56:55,63.2842,118.3319,38.16,52,12,1.88
321,Belomorsk,RU,2021-09-20 01:56:56,64.5232,34.7668,36.66,88,7,2.44
322,Mabaruma,GY,2021-09-20 01:56:57,8.2,-59.7833,76.35,85,100,2.93
323,Saint George,US,2021-09-20 01:56:59,37.1041,-113.5841,86.47,18,0,7.4
324,Lorengau,PG,2021-09-20 01:57:00,-2.0226,147.2712,85.84,66,82,7.14
325,Rocha,UY,2021-09-20 01:57:02,-34.4833,-54.3333,61.61,98,100,5.75
326,Salinopolis,BR,2021-09-20 01:57:03,-0.6136,-47.3561,79.43,81,51,10.63
327,Pau,FR,2021-09-20 01:57:04,43.4167,-0.5833,60.01,100,75,3.44
328,High Rock,BS,2021-09-20 01:57:05,26.6208,-78.2833,78.82,72,100,9.55
329,Kiunga,PG,2021-09-20 01:57:06,-6.1219,141.2906,77.88,96,98,1.05
330,Vanavara,RU,2021-09-20 01:57:09,60.34,102.2797,49.1,75,100,5.28
331,Bali Chak,IN,2021-09-20 01:57:10,22.3667,87.55,78.55,89,100,3.44
332,San Rafael,AR,2021-09-20 01:56:16,-34.6177,-68.3301,57.18,33,56,18.37
333,Cajimos,PH,2021-09-20 01:57:11,12.5946,122.2753,81.21,77,100,2.06
334,Caranavi,BO,2021-09-20 01:57:13,-15.8167,-67.55,66.47,87,100,2.64
335,Vanderhoof,CA,2021-09-20 01:57:14,54.0166,-124.0198,51.46,61,95,7.23
336,Aswan,EG,2021-09-20 01:57:15,24.0934,32.907,81.7,22,0,6.91
337,Pisco,PE,2021-09-20 01:57:16,-13.7,-76.2167,61.02,82,40,12.66
338,Sisimiut,GL,2021-09-20 01:57:17,66.9395,-53.6735,32.09,59,69,7.56
339,Kargopol,RU,2021-09-20 01:57:18,61.5071,38.9456,32.32,96,64,5.68
340,Westport,US,2021-09-20 01:57:19,41.1415,-73.3579,67.95,85,0,3.0
341,Kachug,RU,2021-09-20 01:57:21,53.9606,105.8817,59.92,60,8,3.44
342,Ovruch,UA,2021-09-20 01:57:21,51.3246,28.8035,47.21,97,100,9.91
343,Marfino,RU,2021-09-20 01:57:23,55.7028,37.3822,42.75,93,90,15.66
344,El Dorado,US,2021-09-20 01:57:24,38.7666,-120.5177,68.83,54,1,1.01
345,Miri,MY,2021-09-20 01:57:25,4.4148,114.0089,78.94,89,40,2.3
346,Dudinka,RU,2021-09-20 01:57:25,69.4058,86.1778,28.62,86,100,20.42
347,Altay,CN,2021-09-20 01:57:27,47.8667,88.1167,61.21,34,100,10.67
348,Deutschlandsberg,AT,2021-09-20 01:57:28,46.8153,15.2222,51.91,96,100,2.48
349,Bardiyah,LY,2021-09-20 01:57:29,31.7561,25.0865,77.0,76,0,5.99
350,Latung,PH,2021-09-20 01:57:30,5.5,120.8833,83.3,70,100,7.16
351,Bairiki,KI,2021-09-20 01:57:31,1.3292,172.9752,87.8,62,20,8.05
352,Ginir,ET,2021-09-20 01:57:36,7.1333,40.7,61.43,73,100,2.89
353,Sorland,NO,2021-09-20 01:55:50,67.667,12.6934,50.95,77,100,16.13
354,Great Yarmouth,GB,2021-09-20 01:57:37,52.6083,1.7305,61.05,92,100,8.41
355,Varhaug,NO,2021-09-20 01:57:38,58.6147,5.6457,52.9,63,98,15.9
356,Iqaluit,CA,2021-09-20 01:56:15,63.7506,-68.5145,28.13,86,40,8.05
357,Villa Rica,US,2021-09-20 01:56:21,33.7321,-84.9191,73.67,95,100,5.12
358,Kishtwar,IN,2021-09-20 01:57:41,33.3167,75.7667,68.09,83,77,0.65
359,Skibbereen,IE,2021-09-20 01:57:42,51.55,-9.2667,57.0,91,65,10.8
360,Acarau,BR,2021-09-20 01:57:43,-2.8856,-40.12,78.37,78,29,16.17
361,Sacramento,US,2021-09-20 01:53:02,38.4666,-121.3177,79.48,38,1,1.99
362,Umm Kaddadah,SD,2021-09-20 01:57:45,13.6017,26.6876,84.88,50,85,6.02
363,Neryungri,RU,2021-09-20 01:57:47,56.6709,124.6491,45.25,70,100,3.83
364,Pilar,BR,2021-09-20 01:57:16,-9.5972,-35.9567,71.53,94,29,3.65
365,Najran,SA,2021-09-20 01:56:35,17.4924,44.1277,75.85,19,6,3.13
366,Dongsheng,CN,2021-09-20 01:57:49,39.8161,109.9776,64.53,45,49,10.89
367,Trairi,BR,2021-09-20 01:55:41,-3.2778,-39.2689,78.28,78,69,13.18
368,Baykit,RU,2021-09-20 01:55:06,61.67,96.37,44.51,96,100,2.33
369,Dunedin,NZ,2021-09-20 01:57:56,-45.8742,170.5036,57.79,68,50,11.99
370,Anopino,RU,2021-09-20 01:57:57,55.6981,40.6671,38.89,89,100,14.34
371,Laguna,US,2021-09-20 01:55:54,38.421,-121.4238,78.98,38,1,4.0
372,Namibe,AO,2021-09-20 01:57:59,-15.1961,12.1522,60.1,87,12,6.73
373,Nhamunda,BR,2021-09-20 01:58:00,-2.1861,-56.7131,74.52,90,34,0.58
374,Meridian,US,2021-09-20 01:58:01,43.6121,-116.3915,60.85,52,1,1.01
375,Shalya,RU,2021-09-20 01:58:03,57.2471,58.7298,29.03,96,74,6.15
376,Prince Rupert,CA,2021-09-20 01:56:57,54.3161,-130.3201,55.49,82,90,3.44
377,Mumford,GH,2021-09-20 01:58:04,5.2618,-0.759,75.47,93,100,9.06
378,Vardo,NO,2021-09-20 01:58:05,70.3705,31.1107,43.56,74,100,25.93
379,Vuktyl,RU,2021-09-20 01:58:06,63.8567,57.3094,34.43,79,97,11.07
380,Nehe,CN,2021-09-20 01:58:07,48.4833,124.8333,56.43,68,100,5.5
381,Healesville,AU,2021-09-20 01:58:08,-37.65,145.5167,56.59,75,59,1.99
382,Sneek,NL,2021-09-20 01:58:09,53.033,5.6589,55.94,84,77,13.0
383,College,US,2021-09-20 01:56:41,64.8569,-147.8028,50.58,63,20,2.3
384,The Valley,AI,2021-09-20 01:58:11,18.217,-63.0578,80.46,79,1,13.94
385,Moses Lake,US,2021-09-20 01:58:12,47.1301,-119.2781,63.61,38,34,13.24
386,Narathiwat,TH,2021-09-20 01:58:13,6.3333,101.75,85.86,85,99,4.74
387,Kalmunai,LK,2021-09-20 01:58:14,7.4167,81.8167,82.27,77,30,4.14
388,Samarai,PG,2021-09-20 01:58:16,-10.6167,150.6667,79.38,87,100,15.57
389,Kalmar,SE,2021-09-20 01:58:17,56.6616,16.3616,40.93,93,20,5.75
390,Wadi Maliz,TN,2021-09-20 01:58:18,36.4681,8.5495,73.06,84,0,2.24
391,Berdigestyakh,RU,2021-09-20 01:58:20,62.0989,126.6992,36.48,73,100,8.39
392,Beloha,MG,2021-09-20 01:56:55,-25.1667,45.05,59.22,77,0,9.28
393,Ihosy,MG,2021-09-20 01:58:21,-22.4,46.1167,53.19,93,36,8.84
394,Husavik,IS,2021-09-20 01:56:26,66.0449,-17.3389,42.71,78,100,8.21
395,Sao Filipe,CV,2021-09-20 01:58:23,14.8961,-24.4956,79.75,83,100,11.16
396,Kuusamo,FI,2021-09-20 01:58:24,65.9667,29.1833,35.64,93,40,4.61
397,Emerald,AU,2021-09-20 01:58:25,-23.5333,148.1667,78.94,41,0,6.91
398,Los Llanos De Aridane,ES,2021-09-20 01:57:40,28.6585,-17.9182,69.55,83,20,6.91
399,Changli,CN,2021-09-20 01:58:27,39.7042,119.1506,65.64,97,100,22.62
400,Shakhovskaya,RU,2021-09-20 01:58:28,56.0283,35.5097,38.23,95,100,17.87
401,Mala,PE,2021-09-20 01:58:29,-12.6581,-76.6308,60.58,84,40,7.45
402,Boguchany,RU,2021-09-20 01:58:30,58.3814,97.4531,53.33,85,100,1.7
403,Adre,TD,2021-09-20 01:58:31,13.4667,22.2,77.09,61,72,4.0
404,Olinda,BR,2021-09-20 01:58:18,-8.0089,-34.8553,76.73,65,40,6.91
405,Leningradskiy,RU,2021-09-20 01:58:34,69.3833,178.4167,29.1,82,98,18.97
406,Solvychegodsk,RU,2021-09-20 01:58:36,61.3305,46.9156,36.54,80,99,3.94
407,Vincennes,FR,2021-09-20 01:58:37,48.85,2.4333,58.32,94,90,3.44
408,Tecoanapa,MX,2021-09-20 01:58:38,16.5167,-98.75,81.09,79,100,2.28
409,Mayor Pablo Lagerenza,PY,2021-09-20 01:58:39,-19.9309,-60.7718,92.91,22,2,12.37
410,Pedernales,DO,2021-09-20 01:58:40,18.0384,-71.744,81.27,75,5,6.71
411,Camiri,BO,2021-09-20 01:58:41,-20.05,-63.5167,83.64,38,4,14.18
412,Kitgum,UG,2021-09-20 01:58:43,3.2783,32.8867,64.85,94,12,2.17
413,Rovaniemi,FI,2021-09-20 01:58:44,66.5,25.7167,40.41,81,90,6.91
414,Prosperous,IE,2021-09-20 01:58:45,53.2903,-6.7539,51.98,92,3,1.99
415,Santa Flavia,IT,2021-09-20 01:58:46,38.085,13.5351,75.63,70,4,5.01
416,Axim,GH,2021-09-20 01:58:47,4.8699,-2.2405,74.93,93,100,5.61
417,West Monroe,US,2021-09-20 01:58:48,32.5185,-92.1476,75.92,87,98,1.39
418,Radcliff,US,2021-09-20 01:58:49,37.8404,-85.9491,73.06,95,20,3.44
419,Miraflores,MX,2021-09-20 01:58:51,19.2167,-98.8083,56.05,93,99,1.45
420,Muyezerskiy,RU,2021-09-20 01:58:52,63.9333,31.65,33.4,93,37,4.81
421,Tefe,BR,2021-09-20 01:58:53,-3.3542,-64.7114,78.12,77,54,0.67
422,Faanui,PF,2021-09-20 01:58:54,-16.4833,-151.75,78.78,73,62,18.81
423,Mangrol,IN,2021-09-20 01:58:57,21.1167,70.1167,80.53,86,20,4.94
424,Churapcha,RU,2021-09-20 01:58:58,62.0025,132.4325,33.76,100,100,8.03
425,Luganville,VU,2021-09-20 01:58:59,-15.5333,167.1667,79.0,74,82,13.69
426,Saint-Joseph,RE,2021-09-20 01:57:43,-21.3667,55.6167,62.98,77,32,10.96
427,Bongor,TD,2021-09-20 01:59:00,10.2806,15.3722,74.26,84,100,6.22
428,Nantucket,US,2021-09-20 01:57:07,41.2835,-70.0995,64.09,78,0,14.05
429,Carlisle,US,2021-09-20 01:59:04,40.2015,-77.1889,65.17,78,1,2.17
430,Dwarka,IN,2021-09-20 01:59:05,22.2394,68.9678,81.79,82,9,12.01
431,Krasnoselkup,RU,2021-09-20 01:59:06,65.7,82.4667,38.25,92,100,8.1
432,Merauke,ID,2021-09-20 01:59:07,-8.4667,140.3333,81.5,76,99,11.21
433,Boffa,GN,2021-09-20 01:59:08,10.1667,-14.0333,74.07,94,94,3.78
434,Agropoli,IT,2021-09-20 01:59:09,40.3469,14.9966,73.29,85,4,1.21
435,Mondragone,IT,2021-09-20 01:59:10,41.1141,13.8935,74.93,70,29,11.34
436,San Bartolome De Tirajana,ES,2021-09-20 01:59:11,27.9248,-15.5733,63.07,73,20,14.97
437,Shingu,JP,2021-09-20 01:58:21,33.7333,135.9833,80.91,70,37,6.67
438,Nelson,NZ,2021-09-20 01:59:13,-41.2833,173.2833,63.28,67,97,4.0
439,Benghazi,LY,2021-09-20 01:59:14,32.1167,20.0667,83.17,39,0,5.5
440,Lake City,US,2021-09-20 01:55:44,30.1897,-82.6393,75.24,100,90,0.0
441,Luhyny,UA,2021-09-20 01:59:16,51.082,28.4006,45.84,97,100,12.41
442,Conakry,GN,2021-09-20 01:59:17,9.538,-13.6773,78.19,83,99,4.92
443,Along,IN,2021-09-20 01:59:18,28.1667,94.7667,77.29,91,52,0.49
444,Xihe,CN,2021-09-20 01:59:20,31.6864,113.4659,74.61,71,79,6.98
445,Kruisfontein,ZA,2021-09-20 01:59:21,-34.0033,24.7314,51.37,89,0,7.02
446,Bandarbeyla,SO,2021-09-20 01:59:22,9.4942,50.8122,77.85,78,100,21.52
447,Atar,MR,2021-09-20 01:59:23,20.5169,-13.0499,86.11,38,9,11.88
448,Torbay,CA,2021-09-20 01:58:31,47.6666,-52.7314,54.75,97,90,20.71
449,River Falls,US,2021-09-20 01:57:18,44.8614,-92.6238,82.49,65,100,16.58
450,Tshane,BW,2021-09-20 01:59:25,-24.0196,21.8684,61.77,21,6,10.13
451,Sitka,US,2021-09-20 01:55:45,57.0531,-135.33,55.17,75,27,3.87
452,Nushki,PK,2021-09-20 01:59:27,29.5542,66.0215,73.42,12,0,2.82
453,San,ML,2021-09-20 01:57:55,13.3034,-4.8956,79.93,69,75,7.92
454,Lompoc,US,2021-09-20 01:59:29,34.6391,-120.4579,73.11,80,0,7.0
455,Diamantino,BR,2021-09-20 01:59:31,-14.4086,-56.4461,79.99,26,0,4.76
456,Landeck,AT,2021-09-20 01:59:32,47.1301,10.5636,46.45,98,100,2.13
457,Morondava,MG,2021-09-20 01:59:33,-20.2833,44.2833,65.08,79,7,8.57
458,Weihe,CN,2021-09-20 01:59:34,32.9952,105.3247,68.65,56,0,2.3
459,Whitehills,GB,2021-09-20 01:59:35,57.6667,-2.5833,54.43,84,0,5.12
460,Lembeni,TZ,2021-09-20 01:59:36,-3.7833,37.6167,62.62,89,35,3.71
461,Iquitos,PE,2021-09-20 01:59:37,-3.7481,-73.2472,78.84,83,40,5.75
462,Sur,OM,2021-09-20 01:59:40,22.5667,59.5289,81.05,74,1,7.25
463,Ust-Kuyga,RU,2021-09-20 01:59:41,70.0167,135.6,36.55,42,28,3.27
464,Pavlogradka,RU,2021-09-20 01:59:42,54.2024,73.5592,36.43,93,100,13.31
465,La Asuncion,VE,2021-09-20 01:59:44,11.0333,-63.8628,79.29,80,15,6.76
466,Urubicha,BO,2021-09-20 01:59:45,-15.3833,-62.95,81.27,47,100,2.8
467,Natal,BR,2021-09-20 01:59:46,-5.795,-35.2094,79.02,73,20,11.5
468,Paragominas,BR,2021-09-20 01:59:47,-2.9667,-47.4833,72.61,86,85,3.22
469,Ranong,TH,2021-09-20 01:57:39,9.9658,98.6348,76.93,74,99,4.16
470,Kiruna,SE,2021-09-20 01:59:49,67.8557,20.2251,38.32,81,90,11.5
471,Lata,PT,2021-09-20 01:57:08,40.1629,-8.3327,61.21,96,35,2.42
472,Ngong,KE,2021-09-20 01:59:51,-1.3618,36.6566,56.79,77,0,4.61
473,Tucupita,VE,2021-09-20 01:59:52,9.0622,-62.051,75.31,92,81,4.09
474,Avera,US,2021-09-20 01:59:53,33.194,-82.5271,76.68,78,100,6.08
475,Nador,MA,2021-09-20 01:59:55,35.174,-2.9287,70.05,83,40,3.44
476,Alekseyevsk,RU,2021-09-20 01:59:56,57.8406,108.3492,56.03,68,97,2.33
477,Manta,EC,2021-09-20 01:59:57,-0.95,-80.7333,71.65,85,93,13.49
478,Ballina,AU,2021-09-20 01:59:58,-28.8667,153.5667,85.78,52,15,14.97
479,Makakilo City,US,2021-09-20 01:59:59,21.3469,-158.0858,82.62,66,26,17.69
480,Hirara,JP,2021-09-20 01:57:32,24.8,125.2833,86.27,79,40,2.3
481,Tongliao,CN,2021-09-20 02:00:01,43.6125,122.2653,57.34,78,100,9.42
482,Hofn,IS,2021-09-20 02:00:07,64.2539,-15.2082,50.56,97,100,21.63
483,General Roca,AR,2021-09-20 02:00:10,-39.0333,-67.5833,55.38,27,0,10.74
484,Tateyama,JP,2021-09-20 01:59:12,34.9833,139.8667,77.27,57,1,15.3
485,Galle,LK,2021-09-20 02:00:13,6.0367,80.217,81.3,80,63,6.55
486,Searcy,US,2021-09-20 02:00:15,35.2506,-91.7363,78.08,95,44,4.43
487,Pula,HR,2021-09-20 02:00:16,44.8683,13.8481,64.96,88,75,9.22
488,Vila Velha,BR,2021-09-20 02:00:17,-20.3297,-40.2925,74.34,85,84,2.21
489,Port Blair,IN,2021-09-20 01:56:14,11.6667,92.75,82.8,77,100,4.21
490,Namwala,ZM,2021-09-20 02:00:19,-15.7504,26.4384,66.56,52,0,5.26
491,Nenjiang,CN,2021-09-20 02:00:20,49.1833,125.2167,56.35,71,71,7.9
492,Aksarka,RU,2021-09-20 02:00:22,66.5606,67.7975,33.08,87,100,19.73
493,Guangyuan,CN,2021-09-20 02:00:23,32.442,105.823,72.86,60,0,3.2
494,Mamakan,RU,2021-09-20 02:00:24,57.8161,114.0028,53.96,63,99,1.63
495,Baijiantan,CN,2021-09-20 02:00:25,45.6333,85.1833,73.63,18,66,30.42
496,Champerico,GT,2021-09-20 02:00:27,14.3,-91.9167,83.35,79,100,2.48
497,Marystown,CA,2021-09-20 02:00:28,47.1666,-55.1483,53.6,87,100,27.38
498,Humaita,BR,2021-09-20 02:00:29,-7.5061,-63.0208,75.54,84,31,1.01
499,Port Elizabeth,ZA,2021-09-20 01:56:26,-33.918,25.5701,56.53,87,2,8.99
500,Waddan,LY,2021-09-20 02:00:31,29.1614,16.139,80.89,26,0,7.58
501,Suez,EG,2021-09-20 02:00:32,29.9737,32.5263,72.45,71,0,9.66
502,Yambio,SS,2021-09-20 02:00:34,4.5721,28.3955,66.94,98,51,2.21
503,Bela,IN,2021-09-20 02:00:35,25.9333,81.9833,82.49,74,3,0.94
504,North Branch,US,2021-09-20 02:00:36,45.5113,-92.9802,82.47,67,59,15.66
505,Cobadin,RO,2021-09-20 02:00:38,44.0833,28.2167,59.38,54,0,2.3
506,Sao Jose Da Coroa Grande,BR,2021-09-20 01:56:43,-8.8978,-35.1478,74.53,79,76,7.52
507,Malaya Serdoba,RU,2021-09-20 02:00:42,52.4661,44.9512,48.38,40,100,17.6
508,Asau,RO,2021-09-20 02:00:44,46.4333,26.4,49.95,97,8,2.33
509,Yaan,NG,2021-09-20 02:00:45,7.3833,8.5667,72.59,97,78,5.32
510,Xai-Xai,MZ,2021-09-20 02:00:46,-25.0519,33.6442,61.05,72,0,10.76
511,Galeana,MX,2021-09-20 02:00:48,24.8333,-100.0667,68.31,72,17,2.24
512,Asyut,EG,2021-09-20 02:00:49,27.181,31.1837,80.15,31,0,6.78
513,Omboue,GA,2021-09-20 02:00:50,-1.5746,9.2618,74.93,85,100,4.36
514,Gerash,IR,2021-09-20 02:00:52,27.6652,54.1371,78.51,41,0,0.78
515,Enid,US,2021-09-20 01:58:32,36.3956,-97.8784,84.31,49,1,8.01
516,San Juan Del Cesar,CO,2021-09-20 02:00:54,10.7711,-73.0031,73.35,95,99,3.65
517,Naze,JP,2021-09-20 02:00:55,28.3667,129.4833,78.93,65,7,3.76
518,Araouane,ML,2021-09-20 02:00:56,18.9048,-3.5265,93.88,15,0,8.79
519,Talaya,RU,2021-09-20 02:00:58,61.3833,152.75,40.77,96,100,4.32
520,Kerema,PG,2021-09-20 02:01:00,-7.9631,145.7785,82.26,75,99,7.54
521,Urucui,BR,2021-09-20 02:01:01,-7.2294,-44.5561,78.96,40,12,1.12
522,Chebsara,RU,2021-09-20 02:01:03,59.2002,38.8356,32.97,81,100,10.33
523,Tarko-Sale,RU,2021-09-20 02:01:05,64.9225,77.785,37.81,96,100,14.34
524,Amalapuram,IN,2021-09-20 02:01:06,16.5833,82.0167,80.98,80,97,2.98
525,Kumluca,TR,2021-09-20 02:01:08,36.3703,30.2869,81.14,48,0,4.54
526,Phangnga,TH,2021-09-20 02:01:09,8.4509,98.5298,77.04,87,100,2.84
527,Telde,ES,2021-09-20 02:01:10,27.9924,-15.4192,71.82,72,20,5.01
528,Kirkland Lake,CA,2021-09-20 01:59:17,48.1446,-80.0377,62.89,59,10,8.46
529,Capao Da Canoa,BR,2021-09-20 02:01:12,-29.7456,-50.0097,66.69,98,100,11.88
530,Vilhena,BR,2021-09-20 02:01:13,-12.7406,-60.1458,75.63,39,0,4.61
531,Barnstaple,GB,2021-09-20 02:01:14,51.0802,-4.0581,56.98,92,0,3.87
532,Elko,US,2021-09-20 02:01:15,41.0002,-115.5012,53.74,38,66,14.0
533,Dhidhdhoo,MV,2021-09-20 02:01:17,6.8833,73.1,82.31,77,84,9.48
534,Ramshir,IR,2021-09-20 02:01:19,30.8946,49.4092,85.6,15,0,11.27
535,Inuvik,CA,2021-09-20 01:58:30,68.3499,-133.7218,47.26,42,20,4.61
536,Vangaindrano,MG,2021-09-20 01:57:44,-23.35,47.6,62.29,89,80,1.79
537,Puerto Penasco,MX,2021-09-20 02:01:22,31.3167,-113.5333,85.98,77,20,5.99
538,Gien,FR,2021-09-20 02:01:23,47.6933,2.6309,57.29,98,100,8.01
539,Kholmogory,RU,2021-09-20 02:01:24,64.2229,41.656,37.51,72,100,3.29
540,Fortuna,US,2021-09-20 02:01:25,40.5982,-124.1573,66.47,67,1,12.66
541,Raudeberg,NO,2021-09-20 02:01:26,61.9875,5.1352,54.19,89,100,5.99
542,Utica,US,2021-09-20 02:01:27,43.1009,-75.2327,58.91,89,0,1.07
543,La Primavera,CO,2021-09-20 02:01:28,5.4906,-70.4092,78.66,79,39,0.51
544,Whyalla,AU,2021-09-20 02:01:29,-33.0333,137.5833,59.68,41,27,23.2
